ATCOCode,CommonName,LocalityName,StopType,Longitude,Latitude
450023438,Royal Mail,Stourton,BCT,-1.499868488338293,53.76647431522133
450023439,Royal Mail,Stourton,BCT,-1.499794561077412,53.766312221067125
450023440,Leysholme,Wortley,BCT,-1.599308533489269,53.78750222452679
450023441,Green Hill Lane Leysholme Dr,Wortley,BCT,-1.597044830895733,53.78772833324883
450023442,Green Hill Lane Leysholme Dr,Wortley,BCT,-1.59654276044885,53.78785247874945
450023443,Green Hill Lane Green Hill Gdns,Wortley,BCT,-1.593034356520239,53.78808330843201
450023444,Green Hill Lane Green Hill Gdns,Wortley,BCT,-1.592532705251486,53.788162498391976
450023445,Five Lane Ends,Wortley,BCT,-1.589768585673019,53.78833284133259
450023462,Civic G,Leeds City Centre,BCT,-1.549175283570969,53.80166027139062
450023463,Civic I,Leeds City Centre,BCT,-1.548963979838247,53.80154263297551
450023468,Carlton Hill Carlton Gate,Little London,BCT,-1.544215185949676,53.8068186414665
450023470,Headingley Campus,Beckett Park,BCT,-1.593929033665421,53.827480779497385
450023738,City Evangelical Church,Beeston Hill,BCT,-1.558990009698361,53.780781558933114
450023822,Lowfields Road,Wortley,BCT,-1.575923943096941,53.784006401207336
450023823,Springfield Mount,Armley,BCT,-1.603748883425137,53.79789814130623
450023824,Wortley Road,Armley,BCT,-1.597592898983709,53.797077723746234
450023825,Pinfold Lane,Armley,BCT,-1.592695419605001,53.79644102818139
450023826,Armley Town Street,Armley,BCT,-1.590215428145872,53.79699883114541
450023872,Whingate Junction,Armley,BCT,-1.597916734281564,53.793375742551625
450023873,Springfield Mount,Armley,BCT,-1.602763961062565,53.797697148841195
450023874,Whingate Avenue,Armley,BCT,-1.600655381102221,53.79751937854989
450023875,Armley Moor,Armley,BCT,-1.596257827360609,53.796983359426704
450023876,Pinfold Lane,Armley,BCT,-1.592102059800546,53.79657383324974
450023877,Armley Town Street,Armley,BCT,-1.589924798048868,53.79722253903741
450023888,Windmill Road Bottom,Belle Isle,BCT,-1.52354454018391,53.762912536457485
450023903,Stonebridge Avenue,Farnley,BCT,-1.612719155078276,53.78989213098352
450023905,Crab Lane,Armley,BCT,-1.587340659193865,53.79755522605152
450023906,Christ Church,Armley,BCT,-1.598954325105248,53.79918547796782
450023907,Christ Church,Armley,BCT,-1.598742293840133,53.79913084112077
450023913,Neville Parade,Osmondthorpe,BCT,-1.495147972855475,53.791980710881774
450023949,Mexborough Street,Chapeltown,BCT,-1.538965247571465,53.81613714366983
450023950,Lovell Park,Mabgate,BCT,-1.537570924568684,53.8020565302733
450023955,Reginald Centre,Chapeltown,BCT,-1.531209630520662,53.81698792810803
450023956,Town Street Junction,Armley,BCT,-1.597361569589868,53.79745444480979
450023957,Armley Ridge Close,Armley,BCT,-1.6014410181756,53.80112618563348
450023970,Liberty Dock,Leeds Dock,BCT,-1.529538845922704,53.78984650375937
450023977,Old Run Rd Belle Isle Road,Hunslet Carr,BCT,-1.535368606847101,53.770508915754455
450023999,Buslingthorpe Lane,Sheepscar,BCT,-1.538767017528804,53.813439976824775
450024000,City Square F,Leeds City Centre,BCT,-1.5469660140059,53.798146617265665
450024067,Wesley Road,Armley,BCT,-1.588415481476582,53.79631856946334
450024068,Wesley Road,Armley,BCT,-1.588175404715858,53.79603012895505
450024069,Cottingley Vale,Cottingley,BCT,-1.583372781102045,53.76897749794638
450024080,Dial Street,Richmond Hill,BCT,-1.521386809513326,53.791261341101965
450024093,St Andrews Street,Woodhouse,BCT,-1.563074884638386,53.80099263959179
450024146,Kirkstall Bridge Shopping Park,Kirkstall,BCT,-1.604975220890851,53.81603997982939
450024147,Kirkstall Morrisons,Kirkstall,BCT,-1.604250684529021,53.81556122967351
450024148,Kirkstall Morrisons,Kirkstall,BCT,-1.603238533601132,53.814982656811274
450024161,Cross Lane Tong Rd,Wortley,BCT,-1.594523057814274,53.79268123353403
450024162,Bow Street,Richmond Hill,BCT,-1.528523447998691,53.79241310246061
450024196,Woodhouse Lane,Woodhouse,BCT,-1.55757179608872,53.81030204689707
450024240,Byron Street,Mabgate,BCT,-1.533741086098023,53.80238325670705
450024264,Kirk Beston Close,Beeston,BCT,-1.568089810795016,53.77245576207525
450024389,Cottingley Springs,Gildersome,BCT,-1.600597080638848,53.76687894102329
450024435,New Bank St Croft House Lane,Morley,BCT,-1.593413245729699,53.750433583258015
450024535,Stonebridge Lane,Farnley,BCT,-1.615804492396655,53.79111543209522
450024716,King George Avenue,Churwell,BCT,-1.597393469965414,53.754455697283994
450024738,Torre Road,East End Park,BCT,-1.508056620324968,53.799269717295886
450024739,Shaftesbury Junction C,Harehills,BCT,-1.497006786678411,53.801560802675866
450024740,Gipton Approach B,Osmondthorpe,BCT,-1.492876720174052,53.80157937202035
450024741,Halton Dial B,Osmondthorpe,BCT,-1.490296462151249,53.80150552349157
450024764,Armley Moor,Armley,BCT,-1.595804123537997,53.796802071714474
450024834,Station C,Leeds City Centre,BCT,-1.546563124690803,53.796086834193886
450024992,Cockburn High School,Beeston,BCT,-1.558814573702777,53.75987464752511
450025122,Stonebridge Avenue,Farnley,BCT,-1.609522496553267,53.789234633769475
450025199,Brandon Street,New Wortley,BCT,-1.568788613477312,53.79606988899406
450025218,King George Avenue Croft House Mount,Morley,BCT,-1.595307942147107,53.753684691810335
450025236,Cardinal Grove,Beeston,BCT,-1.568948531731583,53.7626798224799
450025237,Cardinal Crescent,Beeston,BCT,-1.568610657734191,53.764566105391445
450025310,White Rose Centre,White Rose Centre,BCT,-1.574386344328504,53.76046120608959
450025311,White Rose Centre,White Rose Centre,BCT,-1.574492882265671,53.76042563170259
450025312,White Rose Centre,White Rose Centre,BCT,-1.574584161449318,53.76039899119398
450025313,White Rose Centre,White Rose Centre,BCT,-1.574675440517713,53.76037235061552
450025314,White Rose Centre,White Rose Centre,BCT,-1.574781887250348,53.76034576373458
450025315,White Rose Centre,White Rose Centre,BCT,-1.574873166078815,53.76031912300486
450025316,White Rose Centre,White Rose Centre,BCT,-1.574964444792028,53.76029248220533
450025317,City Square A,Leeds,BCT,-1.548581604976054,53.79755949500986
450025318,City Square B,Leeds City Centre,BCT,-1.548038946681697,53.797197930820225
450025352,White Rose Centre,White Rose Centre,BCT,-1.575070891141271,53.76026589506666
450025382,Canal Rd Aviary Road,Armley,BCT,-1.583839705288909,53.80001484354361
450025383,Canal Road Pickering St,Armley,BCT,-1.583734320069335,53.79992459782044
450025408,Leeds Valley Park,Stourton,BCT,-1.507986208602316,53.76245425116407
450025470,South Accommodation Road,Cross Green,BCT,-1.524563811477553,53.78952129988725
450025610,Carr Crofts Drive,Armley,BCT,-1.593828527248359,53.793865304754945
450025611,Cross Lane Tong Rd,Wortley,BCT,-1.594703653049199,53.792843628157485
450025630,Easy Road,Richmond Hill,BCT,-1.522903680695078,53.79001804171492
450025848,Wellington N,Leeds City Centre,BCT,-1.556723014053655,53.794300222509726
450025871,Arla Foods,Stourton,BCT,-1.495506162970774,53.76464044959931
450025872,Arla Foods,Stourton,BCT,-1.496319707196448,53.7651112501901
450026131,Ingle Grove,Morley,BCT,-1.608085601981434,53.75282831152295
450026152,Stonebridge Lane,Farnley,BCT,-1.615547025059719,53.79105169135935
450026325,The Clearings,Belle Isle,BCT,-1.533665788955908,53.76261076388875
450026326,Winrose Avenue,Belle Isle,BCT,-1.530846799202545,53.763750247990515
450026529,Leeds City College,Woodhouse,BCT,-1.55761120196213,53.800783874393765
450026530,Woodhouse Square,Woodhouse,BCT,-1.556794698651043,53.801904365563665
450026531,Leeds Dental Hosp,Woodhouse,BCT,-1.556792357783144,53.80356714225258
450026532,Worsley Building,Woodhouse,BCT,-1.55395212118907,53.80364649973971
450026533,LGI A&E,Leeds City Centre,BCT,-1.551219308970731,53.80361833539468
450026534,Civic H,Leeds City Centre,BCT,-1.548306714373009,53.80336473147128
450026548,Argie Avenue Sacred Heart RC School,Kirkstall,BCT,-1.594693471708646,53.81280597604417
450026699,Poplar Mount,Bramley,BCT,-1.614820851583948,53.799075665103615
450026700,Poplar Mount,Bramley,BCT,-1.614972176221913,53.79913007875487
450026747,Holy Rosary & St Annes School,Chapeltown,BCT,-1.530929354794102,53.81216026590131
450026787,Broadlea Close,Bramley,BCT,-1.615110899033232,53.81715146530108
450026788,Broadlea Mount,Bramley,BCT,-1.611303380277244,53.8149820790988
450026838,Dewsbury Road,Beeston,BCT,-1.569131204604298,53.759651493507235
450027147,Leeds Dock A,Leeds Dock,BCT,-1.533974449351407,53.79091541581564
450027187,Oatland Rd Oatland Place,Little London,BCT,-1.542006210281394,53.81026163374286
450027568,Holy Family RC Primary School,Armley,BCT,-1.580835619982235,53.79675971102417
450027809,Dyer Street,Leeds City Centre,BCS,-1.536165721026515,53.79730542152144
450027811,Dyer Street,Leeds City Centre,BCS,-1.536150837349274,53.797278399856275
450027812,Dyer Street,Leeds City Centre,BCS,-1.53615143205863,53.79722447388642
450027813,Dyer Street,Leeds City Centre,BCS,-1.53615202676605,53.797170547916075
450027814,Dyer Street,Leeds City Centre,BCS,-1.536152621471535,53.79711662194522
450027815,Dyer Street,Leeds City Centre,BCS,-1.53615311705796,53.797071683635814
450027816,Dyer Street,Leeds City Centre,BCS,-1.536153711759896,53.797017757664065
450027817,Dyer Street,Leeds City Centre,BCS,-1.536154207343365,53.7969728193539
450027818,Dyer Street,Leeds City Centre,BCS,-1.536154802041752,53.79691889338125
450027819,Dyer Street,Leeds City Centre,BCS,-1.536155297622263,53.79687395507034
450027820,Dyer Street,Leeds City Centre,BCS,-1.536200939359213,53.796865143440776
450027888,Rooms Lane,Gildersome,BCT,-1.609068739627956,53.76455197204969
450027918,Garton Road,Richmond Hill,BCT,-1.512979509136617,53.792386971195825
450027925,Pontefract Ln Cross Green Lane,Cross Green,BCT,-1.512019446559616,53.7900911144468
450027943,John Charles Stadium,Beeston,BCT,-1.543377769661463,53.765065924171374
450027944,John Charles Stadium,Beeston,BCT,-1.543289092615821,53.764849872413414
450027945,South Leeds Academy,Hunslet Carr,BCT,-1.538961519063828,53.7666129599711
450027946,South Leeds Academy,Hunslet Carr,BCT,-1.538476572769617,53.76656615473848
450027976,Poplar Way,Bramley,BCT,-1.61670441121063,53.8006366215973
450027977,Poplar Way,Bramley,BCT,-1.616340771627623,53.80055456760935
450028034,Cardinal Road,Beeston,BCT,-1.566260794899916,53.765896856221595
450028035,Cardinal Grove,Beeston,BCT,-1.568659315601847,53.76277765180844
450028036,Cardinal Crescent,Beeston,BCT,-1.568667192351716,53.76497077235003
450028113,Dyer Street,Leeds City Centre,BCT,-1.536309682546472,53.79664086255156
450028135,Knowsthorpe Lane,Cross Green,BCT,-1.517342128238441,53.78525009963205
450028136,Cross Green Approach,Cross Green,BCT,-1.513732686271353,53.78501082339079
450028478,Old Run Rd West Grange Drive,Hunslet Carr,BCT,-1.535227022280334,53.768216405125926
450028545,Clarence Rd Sayner Lane,Leeds Dock,BCT,-1.527665974364256,53.78766403508148
450028592,Moor Rd Carr Moor Street,Hunslet Carr,BCT,-1.537264351597697,53.77333850105994
450028609,Stonebridge Lane Stonecliffe Lawn,Farnley,BCT,-1.619319153571722,53.788529092899395
450028618,Civic J,Leeds City Centre,BCT,-1.548473440095691,53.799149970879014
450028648,Branch Road,New Farnley,BCT,-1.605494125667458,53.780161514658
450028679,Moor Rd Beza Street,Hunslet Carr,BCT,-1.537500854607752,53.77528982613009
450028896,Aire Valley Way Pontefract Ln,Cross Green,BCT,-1.511684114356536,53.78890332547428
450028998,Manor Farm Rise,Middleton,BCT,-1.536082284517727,53.75255345726388
450029058,Burmantofts HC,Burmantofts,BCT,-1.525313997606696,53.802404147021214
450029157,Victoria C,Leeds City Centre,BCT,-1.537576433918711,53.79879389317295
450029158,Headrow E,Leeds City Centre,BCT,-1.541642844625988,53.79901621901592
450029167,Civic Q,Leeds City Centre,BCT,-1.548135869338529,53.79948125763204
450029231,Elland Road Park and Ride,Beeston,BCT,-1.576360915112892,53.77678154829684
450029279,Kirkgate High Court,Leeds City Centre,BCT,-1.536035721907851,53.79532754879414
450029312,Nesfield Gardens,Belle Isle,BCT,-1.526550473700434,53.754601452251315
450029569,Cobden Rd Whincover Road,Farnley,BCT,-1.610167988683071,53.783457425845754
450029581,Cultural F,Leeds City Centre,BCT,-1.53423817494509,53.795886832159134
450029638,King George Avenue Croft House Mews,Morley,BCT,-1.592595984110252,53.75183295280139
450029639,King George Avenue Croft House Mews,Morley,BCT,-1.592459153648081,53.75186844035005
450029640,Victoria H,Leeds City Centre,BCT,-1.538867656182724,53.79872695759785
450029641,Victoria G,Leeds City Centre,BCT,-1.538336795182106,53.798679976262264
450029730,Moor Rd Royal Drive,Hunslet Carr,BCT,-1.531753503109391,53.77224753614985
450029731,Moor Rd Royal Drive,Hunslet Carr,BCT,-1.533254333711237,53.77236124179234
450029732,West Grange Dr Belle Isle Road,Hunslet Carr,BCT,-1.530988137845476,53.76876615672126
450029733,West Grange Dr Belle Isle Road,Hunslet Carr,BCT,-1.530489408245889,53.76859343207873
450029734,Newhall Crescent,Belle Isle,BCT,-1.532380057029145,53.75271884236135
450029735,Newhall Crescent,Belle Isle,BCT,-1.532397217136968,53.75253914700179
450029800,Thornes Farm Roundabout,Cross Green,BCT,-1.494613091537533,53.78469811859815
450029801,Pontefract Ln Newmarket Lane,Cross Green,BCT,-1.504030357374553,53.78664288988818
450029810,Thornes Farm Roundabout,Cross Green,BCT,-1.494156611394271,53.78479506373778
450029820,Poplar Mount Poplar Way,Gamble Hill,BCT,-1.614868454401586,53.79885111750403
450029847,Leeds Bus Station Entrance,Leeds City Centre,BCT,-1.535095318621078,53.796627175881895
450029848,Wellington Bridge St Real Time Tracking,New Wortley,BCT,-1.560857093838558,53.79673320490127
450029875,Fairway Hill,Gipton,BCT,-1.50080177407408,53.810582671550286
450029943,St Wilfrid's Avenue,Gipton,BCT,-1.503865071122329,53.812240185109694
450029950,Wellington C,Leeds City Centre,BCT,-1.553724470993356,53.796482190336675
450029963,Victoria E,Leeds City Centre,BCT,-1.535125843344566,53.79935965953289
450030220,Leeds City Bus Station,Leeds City Centre,BCS,-1.535701855597298,53.7966924405563
450030221,Leeds City Bus Station,Leeds City Centre,BCS,-1.535701458747847,53.79672839120385
450030222,Leeds City Bus Station,Leeds City Centre,BCS,-1.535700962684822,53.79677332951297
450030223,Leeds City Bus Station,Leeds City Centre,BCS,-1.535700565833434,53.796809280160055
450030224,Leeds City Bus Station,Leeds City Centre,BCS,-1.535700168981184,53.79684523080688
450030225,Leeds City Bus Station,Leeds City Centre,BCS,-1.535699772128074,53.79688118145349
450030226,Leeds City Bus Station,Leeds City Centre,BCS,-1.535699375274102,53.79691713209991
450030227,Leeds City Bus Station,Leeds City Centre,BCS,-1.535698879205426,53.796962070407616
450030228,Leeds City Bus Station,Leeds City Centre,BCS,-1.535698581563574,53.796989033392066
450030229,Leeds City Bus Station,Leeds City Centre,BCS,-1.535698085492746,53.79703397169919
450030230,Leeds City Bus Station,Leeds City Centre,BCS,-1.535697688635115,53.79706992234468
450030231,Leeds City Bus Station,Leeds City Centre,BCS,-1.535697291776622,53.79710587298993
450030232,Leeds City Bus Station,Leeds City Centre,BCS,-1.535712075889881,53.79714188237268
450030233,Leeds City Bus Station,Leeds City Centre,BCS,-1.535711579830705,53.79718682067876
450030234,Leeds City Bus Station,Leeds City Centre,BCS,-1.535711182982396,53.79722277132338
450030235,Leeds City Bus Station,Leeds City Centre,BCS,-1.535695605118421,53.79725866322982
450030236,Leeds City Bus Station,Leeds City Centre,BCS,-1.535710389283194,53.79729467261196
450030237,Leeds City Bus Station,Leeds City Centre,BCS,-1.535709992432302,53.79733062325592
450030238,Leeds City Bus Station,Leeds City Centre,BCS,-1.535709595580548,53.79736657389966
450030239,Leeds City Bus Station,Leeds City Centre,BCS,-1.535709099514645,53.79741151220404
450030240,Leeds City Bus Station,Leeds City Centre,BCS,-1.535708702660954,53.79744746284729
450030241,Leeds City Bus Station,Leeds City Centre,BCS,-1.535708305806402,53.79748341349032
450030242,Leeds City Bus Station,Leeds City Centre,BCS,-1.535707908950988,53.79751936413312
450030243,Leeds City Bus Station,Leeds City Centre,BCS,-1.535707512094714,53.79755531477572
450030244,Leeds City Bus Station,Leeds City Centre,BCS,-1.535707115237578,53.797591265418085
450030245,Leeds City Bus Station,Leeds City Centre,BCS,-1.535721899527508,53.79762727479709
450030254,Elland Road Bus Park,Beeston,BCT,-1.571025389788536,53.779189366497555
450030255,Elland Road Bus Park,Beeston,BCT,-1.569811516537867,53.77917603225726
450030256,Elland Road Bus Park,Beeston,BCT,-1.569387732330132,53.77906665531915
450030257,Elland Road Bus Park,Beeston,BCT,-1.569855478738766,53.77932898688424
450030258,Elland Road Bus Park,Beeston,BCT,-1.569507473819922,53.77922887008815
450032034,New York Road,Leeds City Centre,BCT,-1.538024553517822,53.80084489232708
450032038,Gilhusum Road,Gildersome,BCT,-1.618490008351593,53.75608857448145
450032060,Blue Hill Lane,Farnley,BCT,-1.602605403989628,53.78555379588688
450032065,Blue Hill Ln Cliffe Park Crescent,Farnley,BCT,-1.603463408402746,53.78952934599328
450032066,Blue Hill Ln Silver Royd Hill,Armley,BCT,-1.604844439836381,53.79278756829797
450032067,Silver Royd Hill,Farnley,BCT,-1.608416484390953,53.792277971630725
450032068,Stonebridge Ln Bawn Avenue,Farnley,BCT,-1.615806379985761,53.79090871353338
450032069,Stonebridge Ln Bawn Lane,Farnley,BCT,-1.618024044630439,53.789073247248425
450032071,Stonebridge Lane Stonecliffe Crescent,Farnley,BCT,-1.618372328569246,53.78916423562774
450032072,Stonebridge Ln Bawn Avenue,Farnley,BCT,-1.616170509118733,53.79092785478091
450032073,Silver Royd Hill Silver Royd Road,Farnley,BCT,-1.608597382510779,53.79241338217137
450032074,Blue Hill Lane,Armley,BCT,-1.604494803525607,53.79284034466588
450032075,Blue Hill Ln Cliffe Park Crescent,Farnley,BCT,-1.60308403422528,53.789519103739146
450032076,Blue Hill Lane,Farnley,BCT,-1.602467283428133,53.78571512308297
450032090,Victoria F,Leeds City Centre,BCT,-1.535252362730435,53.79890175943155
450032123,Station D,Leeds City Centre,BCT,-1.545790854470206,53.795904152694874
450032131,Civic P,Leeds City Centre,BCT,-1.548530500816931,53.79949173096874
450032202,Victoria J,Leeds City Centre,BCT,-1.539832785383123,53.79932387312554
450032208,Victoria K,Leeds City Centre,BCT,-1.539752450518116,53.7997280268424
450032209,Victoria L,Leeds City Centre,BCT,-1.539719529214618,53.799961589602525
450032210,Lowfields Road,Beeston,BCT,-1.57257575132924,53.778943233934775
450032241,City Square C,Leeds City Centre,BCT,-1.548055962580953,53.79702722213692
450032242,City Square D,Leeds City Centre,BCT,-1.54822189121137,53.79712671538442
450032243,City Square E,Leeds City Centre,BCT,-1.548900987512509,53.7975067677922
450032247,Corn Exchange H,Leeds City Centre,BCT,-1.541492998275808,53.7960495926063
450032248,Corn Exchange J,Leeds City Centre,BCT,-1.54196496679954,53.79592556242149
450032249,Trinity K,Leeds City Centre,BCT,-1.542650241381344,53.79573043918992
450032250,Trinity L,Leeds City Centre,BCT,-1.542668060280245,53.79548782989328
450032251,Cavendish Road University Steps,Woodhouse,BCT,-1.55237621844088,53.80762232773453
450032252,Cultural H,Leeds City Centre,BCT,-1.53546223832788,53.7963949076663
450032253,Southbank D,Crown Point,BCT,-1.543084863695271,53.79205598358616
450032262,Pickering St Canal Road,Armley,BCT,-1.582774015573432,53.8003077481093
450032275,Stourton Park and Ride,Stourton,BCT,-1.517868939748606,53.76708730098665
450032352,Station A,Leeds City Centre,BCT,-1.546170853019687,53.79586065021564
450032353,Station B,Leeds City Centre,BCT,-1.546776331197957,53.79602472334291
450032354,Headrow R,Leeds,BCT,-1.546252060539197,53.79959099401248
450032368,Wellington Q,Leeds City Centre,BCT,-1.550382780875911,53.796649477057706
450032374,Woodhouse Street,Hyde Park Corner,BCT,-1.558254909815955,53.814663749737136
450032402,Leeds Kirkgate Coach Stop,Leeds City Centre,BCT,-1.537247576730107,53.795565917511304
450032454,Civic S,Leeds City Centre,BCT,-1.549280575848149,53.79891931613323
450032464,Leeds Dock F,Crown Point,BCT,-1.53492266084125,53.791647127180354
450032465,Armouries Drive Chadwick Street,Leeds Dock,BCT,-1.532047768906963,53.78945185214749
450032466,Armouries Drive Clarence Road,Leeds Dock,BCT,-1.531376825246666,53.7897278633955
450032467,Atkinson Street Fox Way,Hunslet,BCT,-1.52665756222549,53.78555685404355
450032468,Clarence Road Sayner Lane,Hunslet,BCT,-1.528057969104667,53.787899267186816
450032469,Clarence Road Carlisle Road,Leeds Dock,BCT,-1.529406161779155,53.78949544915399
450032470,Laneside Farm,Churwell,BCT,-1.596318522405586,53.75584523794253
450032510,Wellington B,Leeds City Centre,BCT,-1.550023921606472,53.79613581362146
450032512,Cultural J,Leeds City Centre,BCT,-1.533337116070911,53.79500250260065
450032529,Golden Beam,Headingley,BCT,-1.571047829868095,53.81718185178224
450032539,Station U,Leeds,BCT,-1.543824719163622,53.793820456029984
450050040,Cranmore Road,Belle Isle,BCT,-1.524670279887935,53.75053138715776
450050042,Lavender Walk,Richmond Hill,BCT,-1.521126731542556,53.7954397496727
450050055,Ingle Crescent,Morley,BCT,-1.604614659461943,53.75100132697433
450050083,Greenthorpe Road,Gamble Hill,BCT,-1.619873803107418,53.79937939196959
450050198,Spencer Place Cowper St,Harehills,BCT,-1.524649496517875,53.81417583952502
4500LEEDS0,Leeds Rail Station,Leeds City Centre,RSE,-1.547091265644352,53.79497431134025
4500LEEDS1,Leeds Rail Station,Leeds City Centre,RSE,-1.548619645296857,53.7954294723366
4500LEEDS2,Leeds Rail Station,Leeds City Centre,RSE,-1.548203982901481,53.79596719063637
4500BRLEYPK0,Burley Park Rail Station,Burley,RSE,-1.577795792733351,53.812235411027395
4500BRLEYPK1,Burley Park Station,Burley,RSE,-1.577845052649411,53.81186707599295
4500BRLEYPK2,Burley Park Station,Burley,RSE,-1.578116062429915,53.8121017170735
4500COTNGLY0,Cottingley Rail Station,Cottingley,RSE,-1.587150060299809,53.76747157228193
4500COTNGLY1,Cottingley Rail Station,Cottingley,RSE,-1.587558868071389,53.7675538710652
4500HEDNGLY0,Headingley Rail Station,Headingley,RSE,-1.594552507933731,53.81797359802342
4500HEDNGLY1,Headingley Rail Station,Headingley,RSE,-1.594474657127076,53.81817107088062
